id,IDTechnology,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
719,718,,129401,je,jeannedarc,french_ha_01,herbal-medicine-3,Herbal Medicine,technology,Increase the healing rate of religious units by +60%.,herbal-medicine,Herbal Medicine,upgrade_unit_religious_herbal_medicine_4,Increase the healing rate of religious units by +60%.,3,,0,275,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
720,719,,128049,je,jeannedarc,french_ha_01,horticulture-2,Horticulture,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,horticulture,Horticulture,upgrade_econ_resource_food_harvest_rate_2,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,2,,0,100,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
721,720,,2101633,je,jeannedarc,french_ha_01,incendiaries-3,Incendiaries,technology,Incendiary Ships gain +20% explosion range.,incendiaries,Incendiaries,upgrade_naval_incendiaries,Incendiary Ships gain +20% explosion range.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
722,721,,127838,je,jeannedarc,french_ha_01,incendiary-arrows-4,Incendiary Arrows,technology,Flammable munitions grant non-gunpowder ranged units a siege arrow or bolt when attacking buildings and increase their damage by +20%.,incendiary-arrows,Incendiary Arrows,upgrade_ranged_incendiary,Flammable munitions grant non-gunpowder ranged units a siege arrow or bolt when attacking buildings and increase their damage by +20%.,4,,0,1000,500,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
723,722,,188121,je,jeannedarc,french_ha_01,insulated-helm-3,Insulated Helm,technology,Increase the melee armor of all non-siege units by +1.,insulated-helm,Insulated Helm,upgrade_melee_armor_ii,Increase the melee armor of all non-siege units by +1.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
724,723,,188266,je,jeannedarc,french_ha_01,iron-undermesh-2,Iron Undermesh,technology,Increase the ranged armor of all non-siege units by +1.,iron-undermesh,Iron Undermesh,upgrade_ranged_armor_i,Increase the ranged armor of all non-siege units by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
725,724,,2136273,je,jeannedarc,french_ha_01,level-2-path-of-the-archer-0,Path of the Archer,technology,"Level 2 option

Jeanne chooses the path of the Archer, equipping a bow to engage foes from afar.
Gains the Divine Arrow ability, which deals high damage to a single target.

Requires 500XP",level-2-path-of-the-archer,Path of the Archer,jeanne_d_arc_journey_of_a_hero_archer_fre_ha_01,"Level 2 option

Jeanne chooses the path of the Archer, equipping a bow to engage foes from afar.
Gains the Divine Arrow ability, which deals high damage to a single target.

Requires 500XP",0,,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
726,725,,2136274,je,jeannedarc,french_ha_01,level-2-path-of-the-warrior-0,Path of the Warrior,technology,"Level 2 option

Jeanne chooses the path of the Warrior, equipping a two handed sword to engage foes in close combat.
Gains the Holy Wrath ability, which deals area of effect damage around Jeanne.

Requires 500XP",level-2-path-of-the-warrior,Path of the Warrior,jeanne_d_arc_journey_of_a_hero_womanatarms_fre_ha_01,"Level 2 option

Jeanne chooses the path of the Warrior, equipping a two handed sword to engage foes in close combat.
Gains the Holy Wrath ability, which deals area of effect damage around Jeanne.

Requires 500XP",0,,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
727,726,,2136348,je,jeannedarc,french_ha_01,level-3-champion-companions-0,Champion Companions,technology,"Level 3 option

Jeanne's Champions become available to train at Keeps.
Gains ""To Arms, Men!"", which rallies 3 Champions to her side.

Requires 500XP",level-3-champion-companions,Champion Companions,jeanne_d_arc_journey_of_a_hero_manatarms_companions_fre_ha_01,"Level 3 option

Jeanne's Champions become available to train at Keeps.
Gains ""To Arms, Men!"", which rallies 3 Champions to her side.

Requires 500XP",0,,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
728,727,,2127601,je,jeannedarc,french_ha_01,level-3-rider-companions-0,Rider Companions,technology,"Level 3 option

Jeanne's Riders become available to train at Keeps.
Gains ""Riders, Ready!"", which rallies 3 Riders to her side.

Requires 500XP",level-3-rider-companions,Rider Companions,jeanne_d_arc_journey_of_a_hero_crossbow_companions_fre_ha_01,"Level 3 option

Jeanne's Riders become available to train at Keeps.
Gains ""Riders, Ready!"", which rallies 3 Riders to her side.

Requires 500XP",0,,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
729,728,,2136347,je,jeannedarc,french_ha_01,level-4-field-commander-0,Field Commander,technology,"Level 4 option

Jeanne's Rally Call ability will now call 7 of her chosen companions onto the Battlefield.
Gains the Strength of Heaven ultimate ability, which greatly empowers a single unit.

Requires 500XP",level-4-field-commander,Field Commander,jeanne_d_arc_journey_of_a_hero_commander_monarch_fre_ha_01,"Level 4 option

Jeanne's Rally Call ability will now call 7 of her chosen companions onto the Battlefield.
Gains the Strength of Heaven ultimate ability, which greatly empowers a single unit.

Requires 500XP",0,,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
730,729,,2127603,je,jeannedarc,french_ha_01,level-4-gunpowder-monarch-0,Gunpowder Monarch,technology,"Level 4 option

Jeanne's Rally Call ability will now call 3 of her chosen companions and a powerful Cannon onto the Battlefield.
Gains the Valorous Inspiration ultimate ability, which greatly increases the attack speed of nearby allies.

Requires 500XP",level-4-gunpowder-monarch,Gunpowder Monarch,jeanne_d_arc_journey_of_a_hero_gunpowder_monarch_fre_ha_01,"Level 4 option

Jeanne's Rally Call ability will now call 3 of her chosen companions and a powerful Cannon onto the Battlefield.
Gains the Valorous Inspiration ultimate ability, which greatly increases the attack speed of nearby allies.

Requires 500XP",0,,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
731,730,,2117424,je,jeannedarc,french_ha_01,lightweight-beams-4,Lightweight Beams,technology,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,lightweight-beams,Lightweight Beams,upgrade_ram_scaling,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,4,,0,400,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
732,731,,2033833,je,jeannedarc,french_ha_01,long-guns-4,Long Guns,technology,Increase the damage of naval cannons by +15%.,long-guns,Long Guns,upgrade_naval_long_guns_fre,Increase the damage of naval cannons by +15%.,4,,0,500,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
733,732,,171836,je,jeannedarc,french_ha_01,lumber-preservation-3,Lumber Preservation,technology,Increase Villagers' gathering rate for Wood by 15%.,lumber-preservation,Lumber Preservation,upgrade_econ_resource_wood_harvest_rate_3,Increase Villagers' gathering rate for Wood by 15%.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
734,733,,188122,je,jeannedarc,french_ha_01,master-smiths-4,Master Smiths,technology,Increase the melee armor of all non-siege units by +1.,master-smiths,Master Smiths,upgrade_melee_armor_iii,Increase the melee armor of all non-siege units by +1.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
735,734,,2137695,je,jeannedarc,french_ha_01,merchant-guilds-4,Merchant Guilds,technology,Active Traders generate 1 gold every 6 seconds.,merchant-guilds,Merchant Guilds,upgrade_market_trickle_fre,Active Traders generate 1 gold every 6 seconds.,4,,200,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
736,735,,128454,je,jeannedarc,french_ha_01,military-academy-3,Military Academy,technology,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",military-academy,Military Academy,upgrade_tech_military_academy,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
737,736,,2076426,je,jeannedarc,french_ha_01,naval-arrowslits-2,Naval Arrowslits,technology,Add a defensive arrowslit to this Dock which only attacks ships.,naval-arrowslits,Naval Arrowslits,upgrade_naval_arrowslits,Add a defensive arrowslit to this Dock which only attacks ships.,2,,0,0,75,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
738,737,,2144375,je,jeannedarc,french_ha_01,ordinance-company-3,Ordinance Company,technology,Consecrated buildings also reduce the Wood and Gold cost of units by 25%.,ordinance-company,Ordinance Company,upgrade_landmark_enlistment_incentives_fre_ha_01,Consecrated buildings also reduce the Wood and Gold cost of units by 25%.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
739,738,,129403,je,jeannedarc,french_ha_01,piety-4,Piety,technology,Increase the health of religious units by +40.,piety,Piety,upgrade_unit_religious_piety_4,Increase the health of religious units by +40.,4,,0,325,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
740,739,,188271,je,jeannedarc,french_ha_01,platecutter-point-4,Platecutter Point,technology,Increase the ranged damage of all arrows and bolts by +1.,platecutter-point,Platecutter Point,upgrade_ranged_damage_iii,Increase the ranged damage of all arrows and bolts by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
741,740,,171293,je,jeannedarc,french_ha_01,precision-cross-breeding-4,Precision Cross-Breeding,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,precision-cross-breeding,Precision Cross-Breeding,upgrade_econ_resource_food_harvest_rate_4,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
742,741,,127933,je,jeannedarc,french_ha_01,professional-scouts-2,Professional Scouts,technology,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",professional-scouts,Professional Scouts,upgrade_scout_forester,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",2,,0,275,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
743,742,,127938,je,jeannedarc,french_ha_01,roller-shutter-triggers-4,Roller Shutter Triggers,technology,Increases Springald attack speed by +25% and grants +10% Ranged Resistance.,roller-shutter-triggers,Roller Shutter Triggers,upgrade_siege_roller_trigger,Increases Springald attack speed by +25% and grants +10% Ranged Resistance.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
744,743,,2035317,je,jeannedarc,french_ha_01,royal-bloodlines-3,Royal Bloodlines,technology,"Fill the stables with the best stallions, increasing all cavalry health by +40%.",royal-bloodlines,Royal Bloodlines,upgrade_landmark_cavalry_bloodline_fre,"Fill the stables with the best stallions, increasing all cavalry health by +40%.",3,,300,700,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
745,744,,134545,je,jeannedarc,french_ha_01,royal-bloodlines-4,Royal Bloodlines,technology,"Fill the stables with the best stallions, increasing all cavalry health by +40%.",royal-bloodlines,Royal Bloodlines,upgrade_cavalry_bloodline_fre,"Fill the stables with the best stallions, increasing all cavalry health by +40%.",4,,300,700,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
746,745,,9000617,je,jeannedarc,french_ha_01,serpentine-powder-4,Serpentine Powder,technology,"With new gunpowder, Handcannoneers gain +8 damage against melee infantry and gain a brief increase to their movement speed after firing their weapon.",serpentine-powder,Serpentine Powder,upgrade_ranged_leadshot,"With new gunpowder, Handcannoneers gain +8 damage against melee infantry and gain a brief increase to their movement speed after firing their weapon.",4,,300,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
747,746,,171823,je,jeannedarc,french_ha_01,shaft-mining-3,Shaft Mining,technology,Increase Villagers' gathering rate for Gold and Stone by 15%.,shaft-mining,Shaft Mining,upgrade_econ_resource_gold_harvest_rate_3,Increase Villagers' gathering rate for Gold and Stone by 15%.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
748,747,,2101643,je,jeannedarc,french_ha_01,shipwrights-4,Shipwrights,technology,Increase the health of all military ships by +20% and ranged armor by +1.,shipwrights,Shipwrights,upgrade_naval_shipwrights,Increase the health of all military ships by +20% and ranged armor by +1.,4,,300,550,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
749,748,,127860,je,jeannedarc,french_ha_01,siege-engineering-2,Siege Engineering,technology,Melee and ranged infantry can construct Siege Towers and Battering Rams in the field.,siege-engineering,Siege Engineering,upgrade_siege_engineers,Melee and ranged infantry can construct Siege Towers and Battering Rams in the field.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
750,749,,127859,je,jeannedarc,french_ha_01,siege-works-4,Siege Works,technology,New carpentry techniques increase the health of siege units by +20%.,siege-works,Siege Works,upgrade_siege_works,New carpentry techniques increase the health of siege units by +20%.,4,,0,600,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
751,750,,127842,je,jeannedarc,french_ha_01,silk-bowstrings-4,Silk Bowstrings,technology,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,silk-bowstrings,Silk Bowstrings,upgrade_ranged_archer_silkstring,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,4,,0,700,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
752,751,,171822,je,jeannedarc,french_ha_01,specialized-pick-2,Specialized Pick,technology,Increase Villagers' gathering rate for Gold and Stone by 15%.,specialized-pick,Specialized Pick,upgrade_econ_resource_gold_harvest_rate_2,Increase Villagers' gathering rate for Gold and Stone by 15%.,2,,0,100,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
753,752,,2101638,je,jeannedarc,french_ha_01,springald-crews-3,Springald Crews,technology,Springald Ships gain +1 range and attack 20% faster.,springald-crews,Springald Crews,upgrade_naval_springald_ship_upgrade_1,Springald Ships gain +1 range and attack 20% faster.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
754,753,,127371,je,jeannedarc,french_ha_01,springald-emplacement-3,Springald Emplacement,technology,Add a defensive springald emplacement to this structure.,springald-emplacement,Springald Emplacement,upgrade_keep_springald,Add a defensive springald emplacement to this structure.,3,,0,50,0,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
755,754,,2126207,je,jeannedarc,french_ha_01,spyglass-4,Spyglass,technology,Increase the sight radius of Scouts by 30%.,spyglass,Spyglass,upgrade_scout_los_increase,Increase the sight radius of Scouts by 30%.,4,,0,50,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
756,755,,188269,je,jeannedarc,french_ha_01,steeled-arrow-2,Steeled Arrow,technology,Increase the ranged damage of all arrows and bolts by +1.,steeled-arrow,Steeled Arrow,upgrade_ranged_damage_i,Increase the ranged damage of all arrows and bolts by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
757,756,,203467,je,jeannedarc,french_ha_01,survival-techniques-1,Survival Techniques,technology,Increase Villagers' hunted meat gather rate by +15%.,survival-techniques,Survival Techniques,upgrade_econ_villager_hunting_gear_1,Increase Villagers' hunted meat gather rate by +15%.,1,,0,75,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
758,757,,2101653,je,jeannedarc,french_ha_01,swivel-cannon-4,Swivel Cannon,technology,Springald Ships gain an additional Cannon which fires in 360 degrees.,swivel-cannon,Swivel Cannon,upgrade_naval_swivel_cannon,Springald Ships gain an additional Cannon which fires in 360 degrees.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
759,758,,2045367,je,jeannedarc,french_ha_01,textiles-2,Textiles,technology,Increase Villagers' health by +50%.,textiles,Textiles,upgrade_villager_health,Increase Villagers' health by +50%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
760,759,,129407,je,jeannedarc,french_ha_01,tithe-barns-4,Tithe Barns,technology,"Relics placed in a Monastery provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",tithe-barns,Tithe Barns,upgrade_unit_religious_tithe_barn_4,"Relics placed in a Monastery provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",4,,0,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
