id,IDUnit,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
440,439,,132286,je,jeannedarc,french_ha_01,monk-3,Monk,unit,"Support unit with no combat capability. Can pick up Relics, convert enemy units, and capture Sacred Sites.
+ Heals friendly units
- Slow movement speed",monk,Monk,unit_monk_3_fre,"Support unit with no combat capability. Can pick up Relics, convert enemy units, and capture Sacred Sites.
+ Heals friendly units
- Slow movement speed",3,90.0,0,150,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
441,440,,132291,je,jeannedarc,french_ha_01,ribauldequin-4,Ribauldequin,unit,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",ribauldequin,Ribauldequin,unit_ribauldequin_4_fre,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",4,225.0,0,500,350,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
442,441,,6131332,je,jeannedarc,french_ha_01,royal-cannon-4,Royal Cannon,unit,"Most powerful siege cannon. Excellent against buildings or any stubborn targets.
+ Bonus damage to buildings",royal-cannon,Royal Cannon,unit_cannon_4_royal_fre_ha_01,"Most powerful siege cannon. Excellent against buildings or any stubborn targets.
+ Bonus damage to buildings",4,190.0,0,600,300,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
443,442,,8041328,je,jeannedarc,french_ha_01,royal-culverin-4,Royal Culverin,unit,"Long-range mobile cannon with bonus vs buildings.
+ Effective against Defenses
+ Does not require setup to fire",royal-culverin,Royal Culverin,unit_culverin_4_royal_fre_ha_01,"Long-range mobile cannon with bonus vs buildings.
+ Effective against Defenses
+ Does not require setup to fire",4,200.0,0,550,325,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
444,443,,133147,je,jeannedarc,french_ha_01,royal-knight-2,Royal Knight,unit,"Gain bonus damage for 5 seconds after charging. Effective against most units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",royal-knight,Royal Knight,unit_knight_2_fre,"Gain bonus damage for 5 seconds after charging. Effective against most units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",2,190.0,140,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
445,444,,132279,je,jeannedarc,french_ha_01,royal-knight-3,Veteran Royal Knight,unit,"Gain bonus damage for 5 seconds after charging. Effective against most units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",royal-knight,Veteran Royal Knight,unit_knight_3_fre,"Gain bonus damage for 5 seconds after charging. Effective against most units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",3,230.0,140,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
446,445,,132280,je,jeannedarc,french_ha_01,royal-knight-4,Elite Royal Knight,unit,"Gain bonus damage for 5 seconds after charging. Effective against most units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",royal-knight,Elite Royal Knight,unit_knight_4_fre,"Gain bonus damage for 5 seconds after charging. Effective against most units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",4,270.0,140,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
447,446,,6779101,je,jeannedarc,french_ha_01,royal-ribauldequin-4,Royal Ribauldequin,unit,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",royal-ribauldequin,Royal Ribauldequin,unit_ribauldequin_4_royal_fre_ha_01,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",4,225.0,0,500,350,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
448,447,,132268,je,jeannedarc,french_ha_01,scout-1,Scout,unit,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",scout,Scout,unit_scout_1_fre,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",1,110.0,70,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
449,448,,132290,je,jeannedarc,french_ha_01,siege-tower-2,Siege Tower,unit,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",siege-tower,Siege Tower,unit_siege_tower_3_fre,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",2,480.0,0,0,125,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
450,449,,132299,je,jeannedarc,french_ha_01,spearman-1,Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Spearman,unit_spearman_1_fre,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",1,80.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
451,450,,132301,je,jeannedarc,french_ha_01,spearman-2,Hardened Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Hardened Spearman,unit_spearman_2_fre,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",2,90.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
452,451,,132303,je,jeannedarc,french_ha_01,spearman-3,Veteran Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Veteran Spearman,unit_spearman_3_fre,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",3,110.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
453,452,,132305,je,jeannedarc,french_ha_01,spearman-4,Elite Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Elite Spearman,unit_spearman_4_fre,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",4,130.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
454,453,,132292,je,jeannedarc,french_ha_01,springald-3,Springald,unit,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",springald,Springald,unit_springald_3_fre,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",3,75.0,0,100,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
455,454,,196682,je,jeannedarc,french_ha_01,trade-ship-2,Trade Ship,unit,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",trade-ship,Trade Ship,unit_naval_trade_ship_3_fre,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",2,225.0,0,100,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
456,455,,132306,je,jeannedarc,french_ha_01,trader-1,Trader,unit,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",trader,Trader,unit_trade_cart_fre,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",1,90.0,0,60,60,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
457,456,,193123,je,jeannedarc,french_ha_01,transport-ship-2,Transport Ship,unit,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",transport-ship,Transport Ship,unit_naval_transport_ship_2_fre,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",2,400.0,0,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
458,457,,5786526,je,jeannedarc,french_ha_01,villager-1,Villager,unit,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units.
- Weak in combat",villager,Villager,unit_villager_1_fre_ha_01,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units.
- Weak in combat",1,50.0,50,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
459,458,,193119,je,jeannedarc,french_ha_01,war-cog-2,War Cog,unit,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",war-cog,War Cog,unit_naval_combat_ship_2_fre,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",2,450.0,75,30,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
460,459,,2687089,ma,malians,malian,archer-2,Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Archer,unit_archer_2_mal,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",2,70.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
461,460,,2284776,ma,malians,malian,archer-3,Veteran Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Veteran Archer,unit_archer_3_mal,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",3,80.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
462,461,,2678898,ma,malians,malian,archer-4,Elite Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Elite Archer,unit_archer_4_mal,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",4,95.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
463,462,,2108173,ma,malians,malian,battering-ram-2,Battering Ram,unit,"Durable infantry transport effective against buildings and walls.
+ High ranged armor
+ High health
- Takes bonus damage from melee attacks
- Can only attack buildings
- Slow movement speed",battering-ram,Battering Ram,unit_workshop_ram_3_mal,"Durable infantry transport effective against buildings and walls.
+ High ranged armor
+ High health
- Takes bonus damage from melee attacks
- Can only attack buildings
- Slow movement speed",2,370.0,0,0,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
464,463,,2356081,ma,malians,malian,bombard-4,Bombard,unit,"Intimidating siege gun excellent against buildings or any stubborn targets.
+ High damage
- Must be set up to fire",bombard,Bombard,unit_bombard_4_mal,"Intimidating siege gun excellent against buildings or any stubborn targets.
+ High damage
- Must be set up to fire",4,210.0,0,500,350,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
465,464,,2751274,ma,malians,malian,counterweight-trebuchet-3,Counterweight Trebuchet,unit,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",counterweight-trebuchet,Counterweight Trebuchet,unit_trebuchet_4_cw_mal,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",3,140.0,0,150,400,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
466,465,,2356678,ma,malians,malian,demolition-ship-3,Demolition Ship,unit,"Small ship packed with explosives. Detonates when killed, damaging any units in the area.
- Damage is reduced further from the explosion center
- No weapons other than self-destruction",demolition-ship,Demolition Ship,unit_naval_fireship_3_mal,"Small ship packed with explosives. Detonates when killed, damaging any units in the area.
- Damage is reduced further from the explosion center
- No weapons other than self-destruction",3,145.0,0,80,80,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
467,466,,2304555,ma,malians,malian,donso-1,Donso,unit,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",donso,Donso,unit_spearman_1_mal,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",1,80.0,60,0,30,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
468,467,,2299118,ma,malians,malian,donso-2,Hardened Donso,unit,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",donso,Hardened Donso,unit_spearman_2_mal,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",2,100.0,60,0,30,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
469,468,,2959907,ma,malians,malian,donso-3,Veteran Donso,unit,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",donso,Veteran Donso,unit_spearman_3_mal,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",3,120.0,60,0,30,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
470,469,,2851821,ma,malians,malian,donso-4,Elite Donso,unit,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",donso,Elite Donso,unit_spearman_4_mal,"Infantry best used against mounted units. Periodically throws a javelin when attacking from ranged.
+ Anti-cavalry specialist
+ Comes with melee armor
- Weak against armored infantry
- Countered by Archers and Longbowmen",4,140.0,60,0,30,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
